Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,44,3133600,3918800
2021-07-26,56,3706600,2876000
2021-07-23,42,3533000,4976300
2021-07-22,63,4985300,2989200
2021-07-21,46,1498700,1762500
2021-07-20,49,1440600,1509400
2021-07-19,43,2449900,3258500
2021-07-16,52,2945000,2741900
2021-07-15,68,2854100,1332200
2021-07-14,31,1794200,3948400
2021-07-13,33,1632500,3386500
2021-07-12,33,1927400,3865900
2021-07-09,30,1905100,4461000
2021-07-08,43,1857600,2426000
2021-07-07,44,1627600,2033800
2021-07-06,0,0,0
2021-07-05,50,8116700,8116700
2021-07-02,37,3947800,6835300
2021-07-01,42,2263000,3147600
2021-06-30,39,2965800,4616900
2021-06-29,38,4193100,6946300
2021-06-28,69,7107200,3182500
